crossing_index,frame_index,section_id,section_name,crossing_excluded_from_clean_stats,crossing_total_ticks,crossing_total_ms,crossing_render_ms,room_after_crossing,position_x,position_y,position_z,window_start,window_end,window_clean_frames,window_clean_mean_ms,window_clean_max_ms,pre_clean_mean_ms,pre_clean_average_fps,post_clean_mean_ms,post_clean_average_fps
1,318,5,CROSS_DOWN,0,1775,54.168701171875,26.91650390625,1,12.0,5.0078125,4.64453125,315,321,6,40.746053059895836,55.23681640625,53.0853271484375,18.83759701063524,28.045654296875,35.65614798694233
2,324,6,RETURN_UP,0,2617,79.864501953125,52.276611328125,0,0.00390625,9.640625,1.5625,321,327,7,46.295166015625,79.864501953125,29.23583984375,34.20459290187891,52.164713541666664,19.170046801872076
3,432,8,LOD_APPROACH,0,2149,65.582275390625,38.177490234375,1,11.98828125,4.9296875,4.6328125,429,435,7,48.50987025669643,65.582275390625,52.67333984375,18.984936268829664,38.655598958333336,25.869473684210526
4,764,10,FREECAM_3D,0,2123,64.788818359375,37.139892578125,0,0.01171875,9.640625,1.5703125,761,767,7,52.66026088169643,64.788818359375,63.517252604166664,15.74375400384369,37.760416666666664,26.482758620689655
