crossing_index,frame_index,section_id,section_name,crossing_excluded_from_clean_stats,crossing_total_ticks,crossing_total_ms,crossing_render_ms,room_after_crossing,position_x,position_y,position_z,window_start,window_end,window_clean_frames,window_clean_mean_ms,window_clean_max_ms,pre_clean_mean_ms,pre_clean_average_fps,post_clean_mean_ms,post_clean_average_fps
1,318,5,CROSS_DOWN,0,1767,53.924560546875,26.641845703125,1,12.0,5.0078125,4.64453125,315,321,6,40.669759114583336,56.09130859375,53.8177490234375,18.581230507513467,27.486165364583332,36.381939304219095
2,324,6,RETURN_UP,0,2623,80.047607421875,52.459716796875,0,0.00390625,9.640625,1.5625,321,327,7,46.138218470982146,80.047607421875,28.594970703125,34.97118463180363,52.378336588541664,19.091862497572343
3,432,8,LOD_APPROACH,0,2141,65.338134765625,37.994384765625,1,11.98828125,4.9296875,4.6328125,429,435,7,48.453194754464285,65.338134765625,52.836100260416664,18.926453600308047,38.441975911458336,26.013231013495634
4,764,10,FREECAM_3D,0,2116,64.5751953125,36.895751953125,0,0.01171875,9.640625,1.5703125,761,767,7,53.074428013392854,65.216064453125,64.77864583333333,15.43718592964824,37.53662109375,26.640650406504065
