scope,name,current_clean_frames,baseline_clean_frames,current_frame_ms_mean,baseline_frame_ms_mean,frame_ms_delta,frame_time_percent_change,current_frame_ms_median,baseline_frame_ms_median,current_average_fps,baseline_average_fps,average_fps_percent_change,current_1_percent_low_fps,baseline_1_percent_low_fps,current_detailed_frame,baseline_detailed_frame,detail_trace_comparable,current_admin_corrected_ms,baseline_admin_corrected_ms,admin_percent_change,current_setup_corrected_ms,baseline_setup_corrected_ms,setup_percent_change,current_root_geometry_corrected_ms,baseline_root_geometry_corrected_ms,root_geometry_percent_change,current_root_fill_corrected_ms,baseline_root_fill_corrected_ms,root_fill_percent_change,current_portal_setup_corrected_ms,baseline_portal_setup_corrected_ms,portal_setup_percent_change,current_portal_geometry_corrected_ms,baseline_portal_geometry_corrected_ms,portal_geometry_percent_change,current_portal_fill_corrected_ms,baseline_portal_fill_corrected_ms,portal_fill_percent_change,current_wait_corrected_ms,baseline_wait_corrected_ms,wait_percent_change,current_present_corrected_ms,baseline_present_corrected_ms,present_percent_change,current_overlay_corrected_ms,baseline_overlay_corrected_ms,overlay_percent_change
overall,ALL_CLEAN,844,844,42.47721450588715,42.15019913081309,0.32701537507405476,0.7758335234886227,38.543701171875,38.177490234375,23.542033337930025,23.72468032467655,-0.7698606862009072,14.794421591251128,14.93830412318914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
section,OPEN_YAW,127,127,35.14447550135335,34.87246055302658,0.2720149483267704,0.7800279762683937,33.294677734375,32.989501953125,28.453974223103483,28.675923182403892,-0.7739906327988821,19.656868626274743,19.87143723468769,1,125,0,0.0,0.030517578125,,0.1220703125,0.091552734375,,20.965576171875,20.44677734375,,7.14111328125,7.14111328125,,1.28173828125,1.28173828125,,4.608154296875,4.547119140625,,1.861572265625,1.861572265625,,0.0,0.0,,14.6484375,14.6484375,,0.6103515625,0.6103515625,
section,PITCH_SWEEP,95,95,42.38377621299342,42.05418636924342,0.32958984375,0.7837265970530138,45.0439453125,44.647216796875,23.59393356020585,23.778845492808202,-0.7776320875556242,19.907654921020654,20.115408225905462,133,133,1,0.0,0.0,,0.1220703125,0.1220703125,0.0,19.927978515625,19.500732421875,2.1909233176838905,7.110595703125,7.110595703125,0.0,1.28173828125,1.28173828125,0.0,4.5166015625,4.45556640625,1.3698630136986356,2.01416015625,2.01416015625,0.0,0.0,0.0,,14.6484375,14.6484375,0.0,0.579833984375,0.579833984375,0.0
section,PORTAL_FAR,55,55,47.77332652698863,47.43818803267045,0.3351384943181799,0.7064740628106803,49.74365234375,49.25537109375,20.932182719892218,21.0800631615884,-0.7015180199537729,19.275294117647057,19.458432304038006,254,255,0,0.030517578125,0.0,,0.1220703125,0.1220703125,,19.622802734375,19.256591796875,,7.415771484375,7.415771484375,,1.556396484375,1.556396484375,,5.18798828125,5.096435546875,,3.021240234375,2.99072265625,,0.0,0.0,,14.6484375,14.6484375,,0.579833984375,0.6103515625,
section,PORTAL_NEAR,35,35,52.63759068080357,52.335030691964285,0.3025599888392847,0.5781213555029696,52.276611328125,52.001953125,18.997830012092297,19.10766052447436,-0.5747983236429333,17.808695652173913,17.94523548740416,308,308,1,0.0,0.0,,0.1220703125,0.1220703125,0.0,13.580322265625,13.5498046875,0.22522522522523403,3.570556640625,3.570556640625,0.0,2.3193359375,2.288818359375,1.333333333333342,13.885498046875,13.519287109375,2.708803611738153,7.904052734375,7.9345703125,-0.38461538461538325,0.0,0.0,,14.678955078125,14.6484375,0.2083333333333437,0.579833984375,0.579833984375,0.0
section,CROSS_DOWN,3,3,44.25048828125,44.087727864583336,0.1627604166666643,0.369173973234882,51.544189453125,51.300048828125,22.59862068965517,22.682048915551455,-0.36781609195403187,18.54442558007923,18.58650028360749,316,316,1,0.030517578125,0.0,,0.1220703125,0.1220703125,0.0,13.5498046875,13.5498046875,0.0,3.60107421875,3.570556640625,0.8547008547008517,2.288818359375,2.288818359375,0.0,13.885498046875,13.519287109375,2.708803611738153,7.904052734375,7.904052734375,0.0,0.0,0.0,,14.6484375,14.6484375,0.0,0.579833984375,0.579833984375,0.0
section,RETURN_UP,9,9,44.921875,44.73198784722222,0.18988715277777857,0.42449969678592936,50.84228515625,50.537109375,22.26086956521739,22.35536688902365,-0.4227053140096637,12.492565764391918,12.53557765876052,329,329,1,0.030517578125,0.0,,0.1220703125,0.1220703125,0.0,13.73291015625,13.580322265625,1.1235955056179803,3.570556640625,3.570556640625,0.0,2.3193359375,2.3193359375,0.0,12.664794921875,12.481689453125,1.4669926650366705,7.01904296875,7.01904296875,0.0,0.0,0.0,,14.6484375,14.6484375,0.0,0.9765625,0.9765625,0.0
section,LOD_RETREAT,47,47,51.27472573138298,50.85592066988032,0.4188050615026597,0.8235128889342747,52.55126953125,52.1240234375,19.502785938608042,19.663393894513746,-0.8167865464492108,17.551151580074986,17.72201189832342,338,338,1,0.030517578125,0.0,,0.091552734375,0.1220703125,-25.0,13.85498046875,13.641357421875,1.5659955257270708,3.60107421875,3.631591796875,-0.8403361344537785,2.288818359375,2.288818359375,0.0,14.251708984375,13.824462890625,3.0905077262693093,7.965087890625,7.965087890625,0.0,0.0,0.0,,14.6484375,14.6484375,0.0,0.946044921875,0.9765625,-3.125
section,LOD_APPROACH,59,59,50.776077529131356,50.391762943591104,0.38431458554025255,0.76265358282952,52.520751953125,52.24609375,19.694313713505693,19.84451310265543,-0.7568812012305748,15.30499766464269,15.384037558685446,416,416,1,0.0,0.030517578125,-100.0,0.1220703125,0.1220703125,0.0,13.824462890625,13.641357421875,1.342281879194629,3.60107421875,3.60107421875,0.0,2.3193359375,2.288818359375,1.333333333333342,14.22119140625,13.824462890625,2.8697571743929284,7.965087890625,7.965087890625,0.0,0.0,0.0,,14.6484375,14.6484375,0.0,0.9765625,0.9765625,0.0
section,FREECAM_YAW,127,127,34.63336614173228,34.41013125922736,0.22323488250491863,0.6487475471197435,35.675048828125,35.46142578125,28.873889875666073,29.061208527992513,-0.6445659413854332,25.86266771902131,26.193445243804955,460,459,0,0.0,0.030517578125,,0.1220703125,0.1220703125,,19.1650390625,18.585205078125,,3.387451171875,3.387451171875,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,14.6484375,14.6484375,,0.9765625,0.9765625,
