scope,frame_count,detailed_frames_excluded,total_ticks,duration_ms,frame_ms_min,frame_ms_max,frame_ms_mean,frame_ms_median,frame_ms_pstdev,average_fps,median_fps,minimum_fps,maximum_fps,one_percent_low_fps,one_percent_low_frame_count,spike_threshold_ms,spike_count,over_33_333_ms,over_50_ms,over_100_ms,update_ms_mean,render_ms_mean,swap_ms_mean,build_version,route_fingerprint,warmup_frames,portal_crossings,graphics_init_ms,first_frame_ms,route_wall_ms,recorded_total_ms,switch_cost_ticks
overall_clean,844,10,1174758,35850.76904296875,27.28271484375,80.047607421875,42.47721450588715,38.543701171875,9.104265847342537,23.542033337930025,25.944576405384005,12.492565764391918,36.65324384787472,14.794421591251128,9,77.08740234375,1,723,196,0,0.8329780180872334,41.6307132955976,0.013523192202310427,0x26080601,0x90ABD6C8,16,4,163.818359375,48.919677734375,37848.9990234375,36390.625,0.875
overall_observed,854,0,1192448,36390.625,27.28271484375,80.047607421875,42.61197306791569,38.6505126953125,9.163497482240272,23.467582653499356,25.872878010264508,12.492565764391918,36.65324384787472,14.780333784393324,9,77.301025390625,1,733,205,0,0.8309786436987705,41.76734370425937,0.013650719957552694,0x26080601,0x90ABD6C8,16,4,163.818359375,48.919677734375,37848.9990234375,36390.625,0.875
