scope,includes_detailed_frames,detailed_frames_excluded,frame_count,total_ticks,duration_ms,average_fps,minimum_fps,maximum_fps,one_percent_low_fps,one_percent_low_frame_count,point_one_percent_low_fps,point_one_percent_low_frame_count,frame_ms_min,frame_ms_max,frame_ms_mean,frame_ms_median,frame_ms_pstdev,spike_threshold_ms,spike_count,over_33_333_ms,over_50_ms,over_100_ms,over_twice_median,update_ms_mean,render_ms_mean,swap_ms_mean,diagnostic_replay,warmup_frames_before_measurement,graphics_init_ms,first_frame_render_only_ms,route_wall_ms,recorded_phase_total_ms,wall_minus_recorded_phase_ms
overall_clean,1,0,971,1493690,45583.80126953125,21.30142666818416,15.693486590038313,27.722504230118442,16.349665702025746,10,15.693486590038313,1,36.07177734375,63.720703125,46.945212430001284,46.7529296875,4.457385924528779,93.505859375,0,971,191,0,0,0.3113987271498455,46.61825633810183,0.0155573647496138,1,16,452.178955078125,53.03955078125,46051.422119140625,45583.80126953125,467.620849609375
overall_observed,1,0,971,1493690,45583.80126953125,21.30142666818416,15.693486590038313,27.722504230118442,16.349665702025746,10,15.693486590038313,1,36.07177734375,63.720703125,46.945212430001284,46.7529296875,4.457385924528779,93.505859375,0,971,191,0,0,0.3113987271498455,46.61825633810183,0.0155573647496138,1,16,452.178955078125,53.03955078125,46051.422119140625,45583.80126953125,467.620849609375
