crossing_index,frame_index,section_id,section_name,crossing_excluded_from_clean_stats,crossing_total_ticks,crossing_total_ms,crossing_render_ms,room_after_crossing,position_x,position_y,position_z,window_start,window_end,window_clean_frames,window_clean_mean_ms,window_clean_max_ms,pre_clean_mean_ms,pre_clean_average_fps,post_clean_mean_ms,post_clean_average_fps
1,318,5,CROSS_DOWN,0,1755,53.558349609375,26.30615234375,1,12.0,5.0078125,4.64453125,315,321,6,40.105183919270836,53.924560546875,52.8717041015625,18.913708513708514,27.109781901041668,36.88705440900563
2,324,6,RETURN_UP,0,2574,78.55224609375,50.96435546875,0,0.00390625,9.640625,1.5625,321,327,7,45.200892857142854,78.55224609375,28.1982421875,35.46320346320346,51.08642578125,19.574671445639186
3,432,8,LOD_APPROACH,0,2119,64.666748046875,37.322998046875,1,11.98828125,4.9296875,4.6328125,429,435,7,47.44175502232143,64.666748046875,51.33056640625,19.48156956004756,37.811279296875,26.447134786117836
4,764,10,FREECAM_3D,0,2094,63.90380859375,36.2548828125,0,0.01171875,9.640625,1.5703125,761,767,7,51.74037388392857,63.90380859375,62.571207682291664,15.981791578605105,36.855061848958336,27.133314932376482
