crossing_index,frame_index,section_id,section_name,crossing_excluded_from_clean_stats,crossing_total_ticks,crossing_total_ms,crossing_render_ms,room_after_crossing,position_x,position_y,position_z,window_start,window_end,window_clean_frames,window_clean_mean_ms,window_clean_max_ms,pre_clean_mean_ms,pre_clean_average_fps,post_clean_mean_ms,post_clean_average_fps
1,318,5,CROSS_DOWN,0,1747,53.314208984375,26.06201171875,1,12.0,5.0078125,4.64453125,315,321,6,39.967854817708336,55.084228515625,52.91748046875,18.897347174163784,26.885986328125,37.19409761634506
2,324,6,RETURN_UP,0,2582,78.79638671875,51.177978515625,0,0.00390625,9.640625,1.5625,321,327,7,45.257568359375,78.79638671875,27.964274088541668,35.75991269552564,51.371256510416664,19.466138613861386
3,432,8,LOD_APPROACH,0,2113,64.483642578125,37.109375,1,11.98828125,4.9296875,4.6328125,429,435,7,47.402518136160715,64.483642578125,51.544189453125,19.400828892835996,37.567138671875,26.61900893582453
4,764,10,FREECAM_3D,0,2083,63.568115234375,35.919189453125,0,0.01171875,9.640625,1.5703125,761,767,7,51.62266322544643,63.568115234375,62.784830729166664,15.927414128321452,36.478678385416664,27.413273842721697
