scope,frame_count,detailed_frames_excluded,total_ticks,duration_ms,frame_ms_min,frame_ms_max,frame_ms_mean,frame_ms_median,frame_ms_pstdev,average_fps,median_fps,minimum_fps,maximum_fps,one_percent_low_fps,one_percent_low_frame_count,spike_threshold_ms,spike_count,over_33_333_ms,over_50_ms,over_100_ms,update_ms_mean,render_ms_mean,swap_ms_mean,build_version,route_fingerprint,warmup_frames,portal_crossings,graphics_init_ms,first_frame_ms,route_wall_ms,recorded_total_ms,switch_cost_ticks
overall_clean,844,10,1068369,32604.034423828125,24.383544921875,75.01220703125,38.630372540080714,35.125732421875,8.305633242355272,25.886366976203913,28.46915725456125,13.331163547599674,41.011264080100126,16.243225380039657,9,70.25146484375,1,605,77,0,0.8329418598193128,37.78441370380998,0.0130169764514218,0x26080601,0x90ABD6C8,16,4,163.818359375,44.7998046875,34554.38232421875,33094.696044921875,0.875
overall_observed,854,0,1084447,33094.696044921875,24.383544921875,75.01220703125,38.752571481173156,35.15625,8.356602203458133,25.8047391896515,28.444444444444443,13.331163547599674,41.011264080100126,16.228923618754127,9,70.3125,1,615,82,0,0.8307999693537763,37.908728284634805,0.0130432271845726,0x26080601,0x90ABD6C8,16,4,163.818359375,44.7998046875,34554.38232421875,33094.696044921875,0.875
