crossing_index,frame_index,section_id,section_name,crossing_excluded_from_clean_stats,crossing_total_ticks,crossing_total_ms,crossing_render_ms,room_after_crossing,position_x,position_y,position_z,window_start,window_end,window_clean_frames,window_clean_mean_ms,window_clean_max_ms,pre_clean_mean_ms,pre_clean_average_fps,post_clean_mean_ms,post_clean_average_fps
1,318,5,CROSS_DOWN,0,1665,50.811767578125,23.590087890625,1,12.0,5.0078125,4.64453125,315,321,6,37.384033203125,52.093505859375,50.0946044921875,19.9622296679866,24.434407552083332,40.92589508742714
2,324,6,RETURN_UP,0,2504,76.416015625,48.828125,0,0.00390625,9.640625,1.5625,321,327,7,42.74204799107143,76.416015625,25.5126953125,39.196172248803826,48.746744791666664,20.514190317195325
3,432,8,LOD_APPROACH,0,2007,61.248779296875,33.87451171875,1,11.98828125,4.9296875,4.6328125,429,435,7,44.57310267857143,61.248779296875,49.214680989583336,20.319140140553948,34.372965494791664,29.092630955904113
4,764,10,FREECAM_3D,0,1975,60.272216796875,32.5927734375,0,0.01171875,9.640625,1.5703125,761,767,7,48.50551060267857,60.36376953125,59.926350911458336,16.687149889662198,33.162434895833336,30.154601226993865
