crossing_index,frame_index,section_id,section_name,crossing_detailed,crossing_included_in_clean_stats,crossing_total_ticks,crossing_total_ms,crossing_render_ms,player_x,player_y,angle_degrees,pre_clean_frames,pre_clean_mean_ms,pre_clean_average_fps,post_clean_frames,post_clean_mean_ms,post_clean_average_fps,window_start,window_end,window_max_ms,window_observed_max_ms,window_clean_frames,window_clean_max_ms
1,4,1,A_APPROACH,0,1,1214,37.04833984375,36.43798828125,3.5,1.25390625,90.0,3,54.595947265625,18.3163778647289,3,36.7431640625,27.21594684385382,1,7,54.718017578125,54.718017578125,7,54.718017578125
2,173,5,A_RETURN,0,1,1597,48.736572265625,48.187255859375,1.25,2.5,359.296875,3,59.580485026041664,16.78401912241762,3,48.116048177083336,20.783086680761098,170,176,59.661865234375,59.661865234375,7,59.661865234375
3,666,13,D_APPROACH,0,1,1561,47.637939453125,47.027587890625,13.75,5.17578125,177.890625,3,54.728190104166664,18.272118959107807,3,47.719319661458336,20.955872948198678,663,669,55.5419921875,55.5419921875,7,55.5419921875
