scene_index,scene_id,scene_name,scene_flags,frame_hash,clean_samples,detailed_samples,total_ms_min,total_ms_max,total_ms_mean,total_ms_median,total_ms_pstdev,wait_ms_min,wait_ms_max,wait_ms_mean,wait_ms_median,wait_ms_pstdev,background_ms_min,background_ms_max,background_ms_mean,background_ms_median,background_ms_pstdev,columns_ms_min,columns_ms_max,columns_ms_mean,columns_ms_median,columns_ms_pstdev,trace_total_ms_min,trace_total_ms_max,trace_total_ms_mean,trace_total_ms_median,trace_total_ms_pstdev,trace_intrusion_percent,corrected_trace_total_ms_min,corrected_trace_total_ms_max,corrected_trace_total_ms_mean,corrected_trace_total_ms_median,corrected_trace_total_ms_pstdev,corrected_trace_residual_percent,admin_corrected_ticks_mean,admin_corrected_ms_mean,admin_entries_mean,wait_corrected_ticks_mean,wait_corrected_ms_mean,wait_entries_mean,background_corrected_ticks_mean,background_corrected_ms_mean,background_entries_mean,dda_corrected_ticks_mean,dda_corrected_ms_mean,dda_entries_mean,portal_trace_corrected_ticks_mean,portal_trace_corrected_ms_mean,portal_trace_entries_mean,wall_draw_corrected_ticks_mean,wall_draw_corrected_ms_mean,wall_draw_entries_mean,portal_draw_corrected_ticks_mean,portal_draw_corrected_ms_mean,portal_draw_entries_mean,casts_mean,max_depth_mean,portal_transforms_mean,wall_calls_mean,mask_calls_mean,portal_candidates_mean,linked_exits_mean,textured_rows_mean,dda_steps_mean
0,1,NEAR_WALL,0x00,0xAA5E6985,8,4,49.8046875,51.025390625,49.961090087890625,49.8046875,0.4023918000482092,2.655029296875,3.875732421875,2.819061279296875,2.6702880859375,0.3996339195205109,10.8642578125,10.894775390625,10.868072509765625,10.8642578125,0.010092740291841852,36.1328125,36.163330078125,36.159515380859375,36.163330078125,0.010092740291841852,66.0400390625,69.27490234375,66.8487548828125,66.0400390625,1.4007368896659926,33.90852867068794,47.027587890625,50.323486328125,47.91259765625,47.149658203125,1.3929862110628912,-4.100175612735746,153.25,4.67681884765625,323.0,47.25,1.44195556640625,1.0,355.75,10.85662841796875,1.0,246.25,7.51495361328125,80.0,39.5,1.2054443359375,80.0,728.0,22.216796875,80.0,0.0,0.0,80.0,80.0,1.0,0.0,80.0,0.0,0.0,0.0,19200.0,80.0
1,2,MID_DIRECT,0x00,0x1538F381,8,4,49.652099609375,49.835205078125,49.7894287109375,49.8046875,0.05285799583645255,3.72314453125,3.936767578125,3.89862060546875,3.9215087890625,0.06781154188015433,12.20703125,12.237548828125,12.2222900390625,12.2222900390625,0.0152587890625,33.538818359375,33.5693359375,33.5540771484375,33.5540771484375,0.0152587890625,66.0400390625,67.901611328125,66.5130615234375,66.0552978515625,0.8017764071911408,33.665338645418316,46.875,48.9501953125,47.454833984375,46.9970703125,0.8658606542426213,-4.688936561446521,143.5,4.3792724609375,323.0,76.75,2.34222412109375,1.0,400.5,12.2222900390625,1.0,254.75,7.77435302734375,80.0,40.25,1.22833251953125,80.0,639.25,19.50836181640625,80.0,0.0,0.0,80.0,80.0,1.0,0.0,80.0,0.0,0.0,0.0,12800.0,200.0
2,3,LONG_DDA,0x00,0x125784EE,8,4,49.8046875,52.520751953125,50.14801025390625,49.8046875,0.8968676971344247,1.251220703125,3.96728515625,1.60980224609375,1.28173828125,0.8911381025646001,22.552490234375,22.552490234375,22.552490234375,22.552490234375,0.0,25.848388671875,25.87890625,25.87127685546875,25.87890625,0.013214498959113138,66.83349609375,70.831298828125,67.840576171875,66.8487548828125,1.7267394773478293,35.311121253613265,47.760009765625,51.666259765625,48.828125,47.943115234375,1.641579078098246,-2.6319793092956068,150.25,4.58526611328125,323.0,32.5,0.9918212890625,1.0,740.5,22.5982666015625,1.0,302.0,9.21630859375,80.0,40.0,1.220703125,80.0,334.75,10.21575927734375,80.0,0.0,0.0,80.0,80.0,1.0,0.0,80.0,0.0,0.0,0.0,2424.0,1155.0
3,4,PORTAL_CHAIN,0x00,0xAD3E19C6,8,4,61.95068359375,66.497802734375,65.91415405273438,66.46728515625,1.4981176314249318,3.509521484375,8.026123046875,7.450103759765625,8.0108642578125,1.4894670980389826,11.260986328125,11.29150390625,11.28387451171875,11.29150390625,0.013214498959113138,47.05810546875,47.088623046875,47.069549560546875,47.05810546875,0.014774258980588597,95.03173828125,99.395751953125,98.30474853515625,99.395751953125,1.889673351153179,49.19844898431622,62.774658203125,67.138671875,66.04766845703125,67.138671875,1.889673351153179,0.20255801840385335,267.25,8.15582275390625,495.0,221.25,6.75201416015625,1.0,369.5,11.2762451171875,1.0,491.75,15.00701904296875,166.0,309.75,9.45281982421875,166.0,347.25,10.59722900390625,80.0,157.5,4.8065185546875,166.0,166.0,3.0,86.0,80.0,86.0,86.0,86.0,2713.0,911.0
4,5,PORTAL_WIDE,0x00,0x0099C767,8,4,47.8515625,49.835205078125,49.56817626953125,49.8046875,0.6489471678872917,3.631591796875,5.615234375,5.34820556640625,5.584716796875,0.6489471678872917,12.664794921875,12.6953125,12.668609619140625,12.664794921875,0.010092740291841852,31.43310546875,31.43310546875,31.43310546875,31.43310546875,0.0,66.0400390625,69.427490234375,66.90216064453125,66.070556640625,1.4580529481272517,35.04694474372787,43.853759765625,47.2412109375,44.71588134765625,43.88427734375,1.4580529481272517,-9.789133446205945,175.75,5.36346435546875,361.0,35.0,1.068115234375,1.0,414.5,12.6495361328125,1.0,337.0,10.284423828125,99.0,96.5,2.9449462890625,99.0,338.75,10.33782958984375,80.0,67.75,2.06756591796875,99.0,99.0,2.0,19.0,80.0,19.0,23.0,19.0,2832.0,922.0
5,6,CUSTOM_PAIR,0x01,0x7CD87316,8,4,61.82861328125,66.497802734375,65.89889526367188,66.46728515625,1.5384868447503899,3.60107421875,8.270263671875,7.678985595703125,8.270263671875,1.541359573859668,10.8642578125,10.894775390625,10.87188720703125,10.8642578125,0.013214498959113138,47.210693359375,47.2412109375,47.23358154296875,47.2412109375,0.013214498959113138,95.550537109375,99.395751953125,98.42681884765625,99.3804931640625,1.6606687708327548,49.429811866859616,62.80517578125,66.650390625,65.68145751953125,66.6351318359375,1.6606687708327548,-0.3299565846599184,282.75,8.62884521484375,501.0,212.0,6.4697265625,1.0,355.75,10.85662841796875,1.0,507.5,15.4876708984375,170.0,298.5,9.1094970703125,170.0,320.0,9.765625,78.0,175.75,5.36346435546875,170.0,170.0,4.0,90.0,78.0,92.0,106.0,92.0,2106.0,1105.0
