scope,name,current_clean_frames,baseline_clean_frames,current_frame_ms_mean,baseline_frame_ms_mean,frame_ms_delta,frame_time_percent_change,current_frame_ms_median,baseline_frame_ms_median,current_average_fps,baseline_average_fps,average_fps_percent_change,current_1_percent_low_fps,baseline_1_percent_low_fps,current_detailed_frame,baseline_detailed_frame,detail_trace_comparable,current_admin_corrected_ms,baseline_admin_corrected_ms,admin_percent_change,current_setup_corrected_ms,baseline_setup_corrected_ms,setup_percent_change,current_root_geometry_corrected_ms,baseline_root_geometry_corrected_ms,root_geometry_percent_change,current_root_fill_corrected_ms,baseline_root_fill_corrected_ms,root_fill_percent_change,current_portal_setup_corrected_ms,baseline_portal_setup_corrected_ms,portal_setup_percent_change,current_portal_geometry_corrected_ms,baseline_portal_geometry_corrected_ms,portal_geometry_percent_change,current_portal_fill_corrected_ms,baseline_portal_fill_corrected_ms,portal_fill_percent_change,current_wait_corrected_ms,baseline_wait_corrected_ms,wait_percent_change,current_present_corrected_ms,baseline_present_corrected_ms,present_percent_change,current_overlay_corrected_ms,baseline_overlay_corrected_ms,overlay_percent_change
overall,ALL_CLEAN,844,844,47.180898946608416,47.63746939564203,-0.4565704490336131,-0.958427168415843,43.64013671875,44.1131591796875,21.195017948505722,20.99187913813663,0.9677018862024767,13.11827765668787,13.046894354981418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
section,OPEN_YAW,127,127,38.04700956569882,38.50813738004429,-0.4611278143454669,-1.1974814824059266,36.163330078125,36.62109375,26.28327459673854,25.96853725047269,1.2119948968635885,17.81353628703452,17.66469002695418,1,1,1,0.0,0.0,,0.18310546875,0.18310546875,0.0,24.5361328125,24.505615234375,0.12453300124533051,6.9580078125,7.4462890625,-6.5573770491803245,1.46484375,1.46484375,0.0,4.82177734375,4.82177734375,0.0,2.471923828125,2.471923828125,0.0,0.0,0.0,,14.6484375,14.6484375,0.0,1.251220703125,1.251220703125,0.0
section,PITCH_SWEEP,95,95,46.73429790296053,47.1910978618421,-0.4567999588815752,-0.967979088384241,49.530029296875,50.018310546875,21.397561210321552,21.190437292381418,0.9774405081041104,18.044052863436125,17.89623156744948,133,133,1,0.0,0.0,,0.18310546875,0.18310546875,0.0,23.49853515625,23.49853515625,0.0,6.866455078125,7.354736328125,-6.639004149377592,1.495361328125,1.46484375,2.083333333333326,4.638671875,4.638671875,0.0,2.62451171875,2.62451171875,0.0,0.0,0.0,,14.6484375,14.6484375,0.0,1.251220703125,1.251220703125,0.0
section,PORTAL_FAR,55,55,52.76433771306818,53.23319868607955,-0.46886097301136687,-0.8807679879923813,54.87060546875,55.328369140625,18.95219467053652,18.78526980685644,0.8885944433928428,17.27358987875593,17.13807531380753,255,255,1,0.030517578125,0.0,,0.152587890625,0.18310546875,-16.666666666666664,23.345947265625,23.345947265625,0.0,7.232666015625,7.659912109375,-5.5776892430278835,1.800537109375,1.8310546875,-1.6666666666666718,5.462646484375,5.462646484375,0.0,4.08935546875,4.08935546875,0.0,0.0,0.0,,14.6484375,14.6484375,0.0,1.251220703125,1.251220703125,0.0
section,PORTAL_NEAR,35,35,58.95908900669643,59.39854213169643,-0.439453125,-0.7398382337830078,58.65478515625,59.08203125,16.96091335275588,16.835430030973388,0.7453526375722719,15.791807228915662,15.685974150311154,308,309,0,0.030517578125,0.030517578125,,0.152587890625,0.152587890625,,15.838623046875,15.838623046875,,3.60107421875,4.058837890625,,2.74658203125,2.74658203125,,16.78466796875,16.815185546875,,8.36181640625,8.30078125,,0.0,0.0,,14.6484375,14.6484375,,1.251220703125,1.251220703125,
section,CROSS_DOWN,3,3,48.075358072916664,48.543294270833336,-0.4679361979166714,-0.9639564124057087,56.671142578125,57.159423828125,20.800677105374525,20.600167644593462,0.9733389758781241,17.022337662337662,16.899432697266633,316,316,1,0.030517578125,0.0,,0.152587890625,0.18310546875,-16.666666666666664,15.869140625,15.838623046875,0.19267822736031004,3.570556640625,4.0283203125,-11.363636363636365,2.74658203125,2.74658203125,0.0,16.78466796875,16.815185546875,-0.1814882032667886,8.331298828125,8.270263671875,0.7380073800737907,0.0,0.0,,14.6484375,14.6484375,0.0,1.251220703125,1.251220703125,0.0
section,RETURN_UP,9,9,49.93353949652778,50.36756727430556,-0.43402777777777857,-0.8617207486198986,57.373046875,57.80029296875,20.02661958440853,19.854046048202505,0.8692109194621711,11.373828531759806,11.314917127071823,329,329,1,0.030517578125,0.030517578125,0.0,0.152587890625,0.152587890625,0.0,15.93017578125,15.93017578125,0.0,3.570556640625,4.0283203125,-11.363636363636365,2.74658203125,2.74658203125,0.0,15.655517578125,15.655517578125,0.0,7.598876953125,7.568359375,0.40322580645162365,0.0,0.0,,14.6484375,14.6484375,0.0,2.044677734375,2.044677734375,0.0
section,LOD_RETREAT,47,47,57.338633435837764,57.77821642287234,-0.43958298703457643,-0.7608109323024359,58.746337890625,59.2041015625,17.44024822494253,17.307560909826485,0.7666436409344612,15.500473036896878,15.391263503992485,338,338,1,0.030517578125,0.0,,0.152587890625,0.18310546875,-16.666666666666664,16.021728515625,15.9912109375,0.1908396946564972,3.60107421875,4.058837890625,-11.27819548872181,2.74658203125,2.74658203125,0.0,17.15087890625,17.181396484375,-0.1776198934280604,8.392333984375,8.36181640625,0.36496350364962904,0.0,0.0,,14.6484375,14.6484375,0.0,2.0751953125,2.044677734375,1.4925373134328401
section,LOD_APPROACH,59,59,56.969076900158896,57.41494388903602,-0.4458669888771212,-0.7765695804542339,59.112548828125,59.539794921875,17.553382543876374,17.41706831469987,0.7826473819446234,13.926051848703782,13.831996623047699,416,416,1,0.030517578125,0.030517578125,0.0,0.152587890625,0.152587890625,0.0,16.021728515625,16.021728515625,0.0,3.570556640625,4.058837890625,-12.030075187969924,2.74658203125,2.74658203125,0.0,17.181396484375,17.181396484375,0.0,8.392333984375,8.331298828125,0.73260073260073,0.0,0.0,,14.6484375,14.6484375,0.0,2.0751953125,2.0751953125,0.0
section,FREECAM_YAW,127,127,38.64750899667815,39.109597994586615,-0.4620889979084666,-1.1815232618152427,40.191650390625,40.618896484375,25.874888859873284,25.569171029025043,1.1956501464251756,22.89067411805798,22.645473393227366,439,459,0,0.030517578125,0.030517578125,,0.152587890625,0.152587890625,,22.88818359375,22.979736328125,,3.35693359375,3.753662109375,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,14.6484375,14.6484375,,2.0751953125,2.044677734375,
