scope,name,current_clean_frames,baseline_clean_frames,current_frame_ms_mean,baseline_frame_ms_mean,frame_ms_delta,frame_time_percent_change,current_frame_ms_median,baseline_frame_ms_median,current_average_fps,baseline_average_fps,average_fps_percent_change,current_1_percent_low_fps,baseline_1_percent_low_fps,current_detailed_frame,baseline_detailed_frame,detail_trace_comparable,current_admin_corrected_ms,baseline_admin_corrected_ms,admin_percent_change,current_setup_corrected_ms,baseline_setup_corrected_ms,setup_percent_change,current_root_geometry_corrected_ms,baseline_root_geometry_corrected_ms,root_geometry_percent_change,current_root_fill_corrected_ms,baseline_root_fill_corrected_ms,root_fill_percent_change,current_portal_setup_corrected_ms,baseline_portal_setup_corrected_ms,portal_setup_percent_change,current_portal_geometry_corrected_ms,baseline_portal_geometry_corrected_ms,portal_geometry_percent_change,current_portal_fill_corrected_ms,baseline_portal_fill_corrected_ms,portal_fill_percent_change,current_wait_corrected_ms,baseline_wait_corrected_ms,wait_percent_change,current_present_corrected_ms,baseline_present_corrected_ms,present_percent_change,current_overlay_corrected_ms,baseline_overlay_corrected_ms,overlay_percent_change
overall,ALL_CLEAN,844,844,47.180898946608416,49.283466067924316,-2.1025671213159,-4.266272827520012,43.64013671875,44.73876953125,21.195017948505722,20.29078065698063,4.456394787422857,13.11827765668787,12.50633984987914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
section,OPEN_YAW,127,127,38.04700956569882,39.87542099840059,-1.8284114327017704,-4.5853094134732935,36.163330078125,38.055419921875,26.28327459673854,25.078105132485252,4.805663976151675,17.81353628703452,16.98703991705547,1,1,1,0.0,0.0,,0.18310546875,0.18310546875,0.0,24.5361328125,24.505615234375,0.12453300124533051,6.9580078125,9.3994140625,-25.97402597402597,1.46484375,1.556396484375,-5.882352941176472,4.82177734375,4.852294921875,-0.6289308176100628,2.471923828125,2.655029296875,-6.896551724137934,0.0,0.0,,14.6484375,14.6484375,0.0,1.251220703125,1.251220703125,0.0
section,PITCH_SWEEP,95,95,46.73429790296053,48.78636410361842,-2.0520662006578902,-4.206229011654694,49.530029296875,51.483154296875,21.397561210321552,20.497530782906434,4.390921213620924,18.044052863436125,17.18300996329313,133,133,1,0.0,0.0,,0.18310546875,0.18310546875,0.0,23.49853515625,23.468017578125,0.13003901170351995,6.866455078125,9.429931640625,-27.184466019417474,1.495361328125,1.52587890625,-2.0000000000000018,4.638671875,4.669189453125,-0.6535947712418277,2.62451171875,2.8076171875,-6.521739130434778,0.0,0.0,,14.6484375,14.6484375,0.0,1.251220703125,1.251220703125,0.0
section,PORTAL_FAR,55,55,52.76433771306818,55.26899857954545,-2.5046608664772734,-4.531764516906279,54.87060546875,57.55615234375,18.95219467053652,18.093325837282148,4.746882032515187,17.27358987875593,16.44154540893126,255,254,0,0.030517578125,0.0,,0.152587890625,0.18310546875,,23.345947265625,23.345947265625,,7.232666015625,9.796142578125,,1.800537109375,1.89208984375,,5.462646484375,5.4931640625,,4.08935546875,4.364013671875,,0.0,0.0,,14.6484375,14.6484375,,1.251220703125,1.251220703125,
section,PORTAL_NEAR,35,35,58.95908900669643,62.34654017857143,-3.387451171875,-5.433262474826583,58.65478515625,62.225341796875,16.96091335275588,16.039382412172746,5.745426581286317,15.791807228915662,14.840579710144928,308,312,0,0.030517578125,0.0,,0.152587890625,0.152587890625,,15.838623046875,15.838623046875,,3.60107421875,5.55419921875,,2.74658203125,2.99072265625,,16.78466796875,16.78466796875,,8.36181640625,10.223388671875,,0.0,0.0,,14.6484375,14.6484375,,1.251220703125,1.251220703125,
section,CROSS_DOWN,3,3,48.075358072916664,50.038655598958336,-1.9632975260416714,-3.9235616995324296,56.671142578125,58.10546875,20.800677105374525,19.98454970522464,4.083791790097324,17.022337662337662,16.18172839506173,316,316,1,0.030517578125,0.0,,0.152587890625,0.18310546875,-16.666666666666664,15.869140625,15.838623046875,0.19267822736031004,3.570556640625,5.523681640625,-35.35911602209944,2.74658203125,2.99072265625,-8.163265306122447,16.78466796875,16.78466796875,0.0,8.331298828125,10.19287109375,-18.26347305389222,0.0,0.0,,14.6484375,14.6484375,0.0,1.251220703125,1.220703125,2.499999999999991
section,RETURN_UP,9,9,49.93353949652778,52.510579427083336,-2.577039930555557,-4.907658530285419,57.373046875,60.882568359375,20.02661958440853,19.043781480046494,5.160939834306655,11.373828531759806,10.929953302201467,329,329,1,0.030517578125,0.0,,0.152587890625,0.18310546875,-16.666666666666664,15.93017578125,15.899658203125,0.19193857965451588,3.570556640625,5.55419921875,-35.71428571428571,2.74658203125,2.960205078125,-7.216494845360821,15.655517578125,15.68603515625,-0.1945525291828787,7.598876953125,8.514404296875,-10.752688172043012,0.0,0.0,,14.6484375,14.6484375,0.0,2.044677734375,2.044677734375,0.0
section,LOD_RETREAT,47,47,57.338633435837764,60.402078831449465,-3.0634453956117014,-5.071754904595538,58.746337890625,62.042236328125,17.44024822494253,16.55572158022037,5.342724812302535,15.500473036896878,14.576512455516013,338,338,1,0.030517578125,0.0,,0.152587890625,0.152587890625,0.0,16.021728515625,16.021728515625,0.0,3.60107421875,5.55419921875,-35.16483516483516,2.74658203125,2.99072265625,-8.163265306122447,17.15087890625,17.15087890625,0.0,8.392333984375,10.284423828125,-18.397626112759646,0.0,0.0,,14.6484375,14.6484375,0.0,2.0751953125,2.044677734375,1.4925373134328401
section,LOD_APPROACH,59,59,56.969076900158896,59.83100503177966,-2.8619281316207648,-4.783352928971574,59.112548828125,61.70654296875,17.553382543876374,16.71374230583028,5.023651930742057,13.926051848703782,13.687552213868003,416,416,1,0.030517578125,0.0,,0.152587890625,0.18310546875,-16.666666666666664,16.021728515625,15.9912109375,0.1908396946564972,3.570556640625,5.55419921875,-35.71428571428571,2.74658203125,2.99072265625,-8.163265306122447,17.181396484375,17.181396484375,0.0,8.392333984375,10.25390625,-18.154761904761905,0.0,0.0,,14.6484375,14.6484375,0.0,2.0751953125,2.0751953125,0.0
section,FREECAM_YAW,127,127,38.64750899667815,39.92107721764272,-1.2735682209645702,-3.1902150686498265,40.191650390625,41.19873046875,25.874888859873284,25.049424256469216,3.2953436172924677,22.89067411805798,22.34435731333106,439,459,0,0.030517578125,0.030517578125,,0.152587890625,0.152587890625,,22.88818359375,22.979736328125,,3.35693359375,4.33349609375,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,14.6484375,14.678955078125,,2.0751953125,2.044677734375,
