scope,frame_count,detailed_frames_excluded,total_ticks,duration_ms,frame_ms_min,frame_ms_max,frame_ms_mean,frame_ms_median,frame_ms_pstdev,average_fps,median_fps,minimum_fps,maximum_fps,one_percent_low_fps,one_percent_low_frame_count,spike_threshold_ms,spike_count,over_33_333_ms,over_50_ms,over_100_ms,update_ms_mean,render_ms_mean,swap_ms_mean,build_version,route_fingerprint,warmup_frames,portal_crossings,graphics_init_ms,first_frame_ms,route_wall_ms,recorded_total_ms,switch_cost_ticks
overall_clean,844,10,1090785,33288.116455078125,24.993896484375,76.7822265625,39.44089627378925,35.7666015625,8.552496286180995,25.35439339558208,27.959044368600683,13.023847376788554,40.00976800976801,15.762266167824693,9,71.533203125,1,643,105,0,0.833773499981487,38.59233404222823,0.014788731579531991,0x26080601,0x90ABD6C8,16,4,163.787841796875,45.257568359375,35247.406005859375,33791.3818359375,0.875
overall_observed,854,0,1107276,33791.3818359375,24.993896484375,76.7822265625,39.56836280554742,35.797119140625,8.609865725365664,25.272716106914626,27.935208866155158,13.023847376788554,40.00976800976801,15.745435130806193,9,71.59423828125,1,653,111,0,0.8318362805547423,38.72173228922717,0.014794235765515222,0x26080601,0x90ABD6C8,16,4,163.787841796875,45.257568359375,35247.406005859375,33791.3818359375,0.875
