crossing_index,frame_index,section_id,section_name,crossing_excluded_from_clean_stats,crossing_total_ticks,crossing_total_ms,crossing_render_ms,room_after_crossing,position_x,position_y,position_z,window_start,window_end,window_clean_frames,window_clean_mean_ms,window_clean_max_ms,pre_clean_mean_ms,pre_clean_average_fps,post_clean_mean_ms,post_clean_average_fps
1,318,5,CROSS_DOWN,0,1692,51.6357421875,24.4140625,1,12.0,5.0078125,4.64453125,315,321,6,38.014729817708336,52.459716796875,50.35400390625,19.85939393939394,25.248209635416668,39.60676873489122
2,324,6,RETURN_UP,0,2516,76.7822265625,49.13330078125,0,0.00390625,9.640625,1.5625,321,327,7,43.26084681919643,76.7822265625,26.326497395833332,37.98454404945904,49.021402994791664,20.39925295704503
3,432,8,LOD_APPROACH,0,2052,62.6220703125,35.2783203125,1,11.98828125,4.9296875,4.6328125,429,435,7,45.466831752232146,62.6220703125,49.489339192708336,20.206372045220967,35.725911458333336,27.990888382687928
4,764,10,FREECAM_3D,0,2028,61.8896484375,34.24072265625,0,0.01171875,9.640625,1.5703125,761,767,7,49.656459263392854,61.8896484375,60.343424479166664,16.57181389076197,34.891764322916664,28.6600583090379
