crossing_index,frame_index,section_id,section_name,crossing_excluded_from_clean_stats,crossing_total_ticks,crossing_total_ms,crossing_render_ms,room_after_crossing,position_x,position_y,position_z,window_start,window_end,window_clean_frames,window_clean_mean_ms,window_clean_max_ms,pre_clean_mean_ms,pre_clean_average_fps,post_clean_mean_ms,post_clean_average_fps
1,318,5,CROSS_DOWN,0,1914,58.41064453125,29.876708984375,1,12.0,5.0078125,4.64453125,315,321,6,46.747843424479164,67.626953125,64.5751953125,15.485822306238186,30.975341796875,32.28374384236453
2,324,6,RETURN_UP,0,2998,91.49169921875,62.68310546875,0,0.00390625,9.640625,1.5625,321,327,7,53.96815708705357,91.49169921875,32.582600911458336,30.69122697471121,62.845865885416664,15.911945613467141
3,432,8,LOD_APPROACH,0,2413,73.638916015625,44.98291015625,1,11.98828125,4.9296875,4.6328125,429,435,7,56.971958705357146,73.638916015625,63.039143880208336,15.863159593351622,45.34912109375,22.05114401076716
4,764,10,FREECAM_3D,0,2389,72.906494140625,44.00634765625,0,0.01171875,9.640625,1.5703125,761,767,7,62.63950892857143,77.972412109375,77.33154296875,12.931333859510655,44.525146484375,22.4592186429061
