scope,frame_count,detailed_frames_excluded,total_ticks,duration_ms,frame_ms_min,frame_ms_max,frame_ms_mean,frame_ms_median,frame_ms_pstdev,average_fps,median_fps,minimum_fps,maximum_fps,one_percent_low_fps,one_percent_low_frame_count,spike_threshold_ms,spike_count,over_33_333_ms,over_50_ms,over_100_ms,update_ms_mean,render_ms_mean,swap_ms_mean,build_version,route_fingerprint,warmup_frames,portal_crossings,graphics_init_ms,first_frame_ms,route_wall_ms,recorded_total_ms,switch_cost_ticks
overall_clean,844,10,1384009,42236.602783203125,30.426025390625,91.49169921875,50.04336822654399,45.257568359375,11.269576567935026,19.982667742767568,22.09575185434929,10.929953302201467,32.866599799398195,12.455632047979051,9,90.51513671875,1,793,383,0,0.8388718157582938,49.1899607870816,0.014535623704087678,0x26080601,0x90ABD6C8,16,4,167.724609375,57.80029296875,44316.864013671875,42882.659912109375,0.953125
overall_observed,854,0,1405179,42882.659912109375,30.426025390625,91.49169921875,50.21388748490559,45.2880859375,11.348628897220587,19.91480942997298,22.080862533692724,10.929953302201467,32.866599799398195,12.43882070099962,9,90.576171875,1,803,392,0,0.836731957607582,49.362611435615484,0.01454409168252342,0x26080601,0x90ABD6C8,16,4,167.724609375,57.80029296875,44316.864013671875,42882.659912109375,0.953125
