scope,name,current_clean_frames,baseline_clean_frames,current_frame_ms_mean,baseline_frame_ms_mean,frame_ms_delta,frame_time_percent_change,current_average_fps,baseline_average_fps,average_fps_percent_change,current_1_percent_low_fps,baseline_1_percent_low_fps,current_spikes,baseline_spikes,frame_hash_match,state_hash_match,current_detailed_frame,baseline_detailed_frame,detail_trace_comparable,detail_trace_noncomparable_reason,current_admin_corrected_ms,baseline_admin_corrected_ms,admin_percent_change,current_wait_corrected_ms,baseline_wait_corrected_ms,wait_percent_change,current_background_corrected_ms,baseline_background_corrected_ms,background_percent_change,current_dda_corrected_ms,baseline_dda_corrected_ms,dda_percent_change,current_portal_trace_corrected_ms,baseline_portal_trace_corrected_ms,portal_trace_percent_change,current_wall_draw_corrected_ms,baseline_wall_draw_corrected_ms,wall_draw_percent_change,current_portal_draw_corrected_ms,baseline_portal_draw_corrected_ms,portal_draw_percent_change
overall,ALL_CLEAN,971,971,46.945212430001284,47.232505099044154,-0.2872926690428699,-0.6082520256768809,21.30142666818416,21.171860308976857,0.6119743721923587,16.349665702025746,16.14107679424659,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
section,A_APPROACH,8,8,44.68536376953125,45.1507568359375,-0.46539306640625,-1.030753632984116,22.378692163223494,22.148022980736734,1.0414888168004177,18.74599542334096,18.460845070422536,0,0,1,1,0,0,1,,3.936767578125,4.21142578125,-6.521739130434778,0.0,0.0,,10.80322265625,10.80322265625,0.0,13.824462890625,14.2822265625,-3.205128205128205,10.986328125,11.260986328125,-2.4390243902439046,9.8876953125,9.918212890625,-0.3076923076923088,4.974365234375,4.7607421875,4.487179487179493
section,LARGE_ENTRY,20,20,36.553955078125,36.65008544921875,-0.09613037109375,-0.26229235188809374,27.356820838203372,27.28506598942504,0.26298213391215963,26.94736842105263,26.88105004101723,0,0,1,1,26,26,1,,3.204345703125,3.326416015625,-3.669724770642202,0.0,0.0,,11.871337890625,11.871337890625,0.0,7.720947265625,7.843017578125,-1.5564202334630295,1.800537109375,1.8310546875,-1.6666666666666718,11.932373046875,11.77978515625,1.2953367875647714,0.0,0.0,
section,SLOW_SWEEP,80,80,47.53456115722656,47.88818359375,-0.3536224365234375,-0.7384335967371869,21.037324751823704,20.88197807800153,0.743927003667455,18.703196347031962,18.512994350282487,0,0,1,1,97,96,0,selected frame index/state differs,3.60107421875,3.41796875,,0.0,0.0,,14.556884765625,14.556884765625,,10.6201171875,11.16943359375,,6.53076171875,6.988525390625,,12.298583984375,12.237548828125,,6.317138671875,6.16455078125,
section,FAST_SWEEP,40,40,47.341156005859375,47.699737548828125,-0.35858154296875,-0.7517474128692747,21.123269568580685,20.964475936085474,0.7574414594446743,19.692307692307693,19.504761904761907,0,0,1,1,142,142,1,,3.875732421875,3.326416015625,16.5137614678899,0.0,0.0,,12.603759765625,12.603759765625,0.0,10.55908203125,10.833740234375,-2.5352112676056304,5.645751953125,6.40869140625,-11.904761904761907,12.847900390625,12.939453125,-0.7075471698113178,5.645751953125,5.523681640625,2.20994475138121
section,A_RETURN,28,28,56.706019810267854,57.394845145089285,-0.6888253348214306,-1.2001519179642983,17.63481202429461,17.42316748955564,1.2147305297147692,15.693486590038313,15.515151515151516,0,0,1,1,161,161,1,,3.7841796875,3.570556640625,5.982905982905984,0.0,0.0,,12.176513671875,12.20703125,-0.24999999999999467,12.908935546875,13.641357421875,-5.369127516778526,10.406494140625,10.498046875,-0.8720930232558155,11.71875,11.871337890625,-1.285347043701801,13.580322265625,13.5498046875,0.22522522522523403
section,B_APPROACH,76,76,46.976591411389805,47.18057732833059,-0.2039859169407876,-0.43235146429270177,21.287197941686824,21.195162429679055,0.43422885912349773,20.302354399008674,20.252163164400493,0,0,1,1,195,195,1,,3.326416015625,3.23486328125,2.8301886792452935,0.0,0.0,,23.13232421875,23.13232421875,0.0,8.880615234375,9.1552734375,-3.0000000000000027,2.74658203125,2.777099609375,-1.098901098901095,10.19287109375,10.101318359375,0.9063444108761365,0.762939453125,0.823974609375,-7.4074074074074066
section,B_VIEW,40,40,47.77069091796875,47.88665771484375,-0.115966796875,-0.2421693273428338,20.93333759223177,20.882643469394257,0.24275721084741075,20.264687693259123,20.164923076923078,0,0,1,1,272,291,0,selected frame index/state differs,3.173828125,3.387451171875,,0.0,0.0,,14.892578125,12.6953125,,6.89697265625,7.87353515625,,1.922607421875,2.838134765625,,22.15576171875,19.775390625,,0.0,2.9296875,
section,B_TO_SMALL,20,20,46.539306640625,46.6522216796875,-0.1129150390625,-0.24203571662196888,21.4872131147541,21.435206384509716,0.2426229508196709,20.978233034571062,20.91129546904914,0,0,1,1,292,292,1,,2.960205078125,3.265380859375,-9.345794392523366,0.0,0.0,,12.6953125,12.6953125,0.0,7.476806640625,7.476806640625,0.0,2.410888671875,2.410888671875,0.0,20.050048828125,19.866943359375,0.9216589861751112,1.556396484375,1.617431640625,-3.7735849056603765
section,SMALL_SWEEP,80,80,50.00114440917969,50.443267822265625,-0.4421234130859375,-0.87647654914772,19.999542246805266,19.824250949075125,0.8842265878314048,18.59704880817253,18.357422969187674,0,0,1,1,336,336,1,,3.72314453125,3.90625,-4.6875,0.0,0.0,,12.26806640625,12.26806640625,0.0,9.8876953125,9.918212890625,-0.3076923076923088,6.16455078125,6.805419921875,-9.4170403587444,17.08984375,17.08984375,0.0,5.157470703125,4.974365234375,3.6809815950920255
