crossing_index,frame_index,section_id,section_name,crossing_detailed,crossing_included_in_clean_stats,crossing_total_ticks,crossing_total_ms,crossing_render_ms,player_x,player_y,angle_degrees,pre_clean_frames,pre_clean_mean_ms,pre_clean_average_fps,post_clean_frames,post_clean_mean_ms,post_clean_average_fps,window_start,window_end,window_max_ms,window_observed_max_ms,window_clean_frames,window_clean_max_ms
1,4,1,A_APPROACH,0,1,1079,32.928466796875,32.3486328125,3.5,1.25390625,90.0,3,50.394694010416664,19.843358901897457,3,32.745361328125,30.538676607642124,1,7,50.506591796875,50.506591796875,7,50.506591796875
2,173,5,A_RETURN,0,1,1489,45.440673828125,44.86083984375,1.25,2.5,359.296875,3,56.243896484375,17.779706999457407,3,44.667561848958336,22.387611022546118,170,176,56.365966796875,56.365966796875,7,56.365966796875
3,666,13,D_APPROACH,0,1,1420,43.3349609375,42.724609375,13.75,5.17578125,177.890625,3,51.513671875,19.412322274881518,3,43.507893880208336,22.984334814122047,663,669,52.215576171875,52.215576171875,7,52.215576171875
