crossing_index,frame_index,section_id,section_name,crossing_excluded_from_clean_stats,crossing_total_ticks,crossing_total_ms,crossing_render_ms,room_after_crossing,position_x,position_y,position_z,window_start,window_end,window_clean_frames,window_clean_mean_ms,window_clean_max_ms,pre_clean_mean_ms,pre_clean_average_fps,post_clean_mean_ms,post_clean_average_fps
1,318,5,CROSS_DOWN,0,1769,53.985595703125,26.763916015625,1,12.0,5.0078125,4.64453125,315,321,6,40.6341552734375,54.901123046875,53.4820556640625,18.697860199714693,27.618408203125,36.20773480662984
2,324,6,RETURN_UP,0,2604,79.4677734375,51.849365234375,0,0.00390625,9.640625,1.5625,321,327,7,45.94203404017857,79.4677734375,28.849283854166668,34.66290550070522,51.859537760416664,19.2828560219694
3,432,8,LOD_APPROACH,0,2147,65.521240234375,38.14697265625,1,11.98828125,4.9296875,4.6328125,429,435,7,48.270089285714285,65.521240234375,52.205403645833336,19.15510522213562,38.584391276041664,25.917215924070657
4,764,10,FREECAM_3D,0,2291,69.915771484375,42.236328125,0,0.01171875,9.640625,1.5703125,761,767,7,55.629185267857146,69.915771484375,63.96484375,15.633587786259541,42.531331380208336,23.512078450131547
