crossing_index,frame_index,section_id,section_name,crossing_detailed,crossing_included_in_clean_stats,crossing_total_ticks,crossing_total_ms,crossing_render_ms,player_x,player_y,angle_degrees,pre_clean_frames,pre_clean_mean_ms,pre_clean_average_fps,post_clean_frames,post_clean_mean_ms,post_clean_average_fps,window_start,window_end,window_max_ms,window_observed_max_ms,window_clean_frames,window_clean_max_ms
1,6,1,A_APPROACH,0,1,1530,46.69189453125,46.112060546875,3.5,1.23046875,90.0,3,66.11124674479167,15.126019387598092,3,40.374755859375,24.767951625094483,3,9,66.192626953125,66.192626953125,7,66.192626953125
2,171,5,A_RETURN,0,1,1881,57.403564453125,56.82373046875,1.2265625,2.5,359.296875,3,66.14176432291667,15.119040295293756,3,56.650797526041664,17.652002154785418,168,174,66.34521484375,66.34521484375,7,66.34521484375
3,297,8,B_TO_SMALL,0,1,1640,50.048828125,49.4384765625,4.7734375,9.328125,178.59375,3,66.17228190104167,15.11206764027671,3,49.570719401041664,20.17319926123538,294,300,66.436767578125,66.436767578125,7,66.436767578125
4,407,10,B_RETURN,0,1,1758,53.64990234375,53.070068359375,1.2265625,4.328125,357.890625,3,75.11393229166667,13.313109425785482,3,58.573404947916664,17.072594650920458,404,410,76.568603515625,76.568603515625,7,76.568603515625
5,760,14,D_CROSS,0,1,1839,56.121826171875,55.511474609375,13.7734375,6.453125,177.890625,3,65.99934895833333,15.151664611590629,3,50.35400390625,19.85939393939394,757,763,66.131591796875,66.131591796875,7,66.131591796875
6,842,16,D_RETURN,0,1,1852,56.5185546875,55.908203125,13.7734375,5.546875,177.1875,3,66.24348958333333,15.095823095823096,3,55.379231770833336,18.057310800881705,839,845,66.7724609375,66.7724609375,7,66.7724609375
