frame_index,simulation_time_seconds,measured_elapsed_ticks,measured_elapsed_ms,measured_elapsed_seconds,section_id,section_name,section_flags,section_flag_names,total_ticks,component_total_ticks,total_ms,instantaneous_fps,update_ticks,update_ms,render_ticks,render_ms,swap_ticks,swap_ms,player_x_raw,player_y_raw,player_x,player_y,map_x,map_y,angle_raw,angle_degrees,move_axis,turn_axis,casts,logical_columns,portal_layer_casts,max_depth,ray_layer_depth,portal_recursion_depth,flags,detailed,timing_excluded_from_clean_stats,crossed_portal,changed,section_end,section_small_room,section_large_room,section_slow_turn,section_fast_turn,section_portal_view,section_portal_approach,section_portal_cross,section_stress,detail_corrected_total_ms,admin_corrected_ms,wait_corrected_ms,background_corrected_ms,dda_corrected_ms,portal_trace_corrected_ms,wall_draw_corrected_ms,portal_draw_corrected_ms,portal_transforms,wall_calls,mask_calls,portal_candidates,linked_exits,textured_rows,dda_steps
0,0.03333333333333333,1774,54.13818359375,0.05413818359375,1,A_APPROACH,0x72,large_room|portal_view|portal_approach|portal_cross,1774,1774,54.13818359375,18.471251409244644,15,0.457763671875,1759,53.680419921875,0,0.0,364,640,1.421875,2.5,1,2,8192,180.0,1,0,166,80,86,3,3,2,0x06,1,0,0,1,0,0,1,0,0,1,1,1,0,55.23681640625,3.387451171875,0.0,10.833740234375,14.34326171875,11.41357421875,9.8876953125,5.37109375,86,80,86,86,86,2736,898
1,0.06666666666666667,3541,108.062744140625,0.108062744140625,1,A_APPROACH,0x72,large_room|portal_view|portal_approach|portal_cross,1767,1767,53.924560546875,18.54442558007923,15,0.457763671875,1751,53.436279296875,1,0.030517578125,344,640,1.34375,2.5,1,2,8192,180.0,1,0,165,80,85,3,3,2,0x04,0,0,0,1,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,
2,0.1,5300,161.7431640625,0.1617431640625,1,A_APPROACH,0x72,large_room|portal_view|portal_approach|portal_cross,1759,1759,53.680419921875,18.628766344513927,15,0.457763671875,1743,53.192138671875,1,0.030517578125,324,640,1.265625,2.5,1,2,8192,180.0,1,0,164,80,84,3,3,2,0x04,0,0,0,1,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,
3,0.13333333333333333,7067,215.667724609375,0.215667724609375,1,A_APPROACH,0x72,large_room|portal_view|portal_approach|portal_cross,1767,1767,53.924560546875,18.54442558007923,15,0.457763671875,1752,53.466796875,0,0.0,304,640,1.1875,2.5,1,2,8192,180.0,1,0,164,80,84,3,3,2,0x04,0,0,0,1,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,
4,0.16666666666666666,8265,252.227783203125,0.252227783203125,1,A_APPROACH,0x72,large_room|portal_view|portal_approach|portal_cross,1198,1198,36.56005859375,27.352253756260435,18,0.54931640625,1180,36.0107421875,0,0.0,896,321,3.5,1.25390625,3,1,4096,90.0,1,0,80,80,0,1,1,0,0x05,0,0,1,1,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,
5,0.2,9450,288.39111328125,0.28839111328125,1,A_APPROACH,0x72,large_room|portal_view|portal_approach|portal_cross,1185,1185,36.163330078125,27.652320675105486,13,0.396728515625,1172,35.7666015625,0,0.0,896,341,3.5,1.33203125,3,1,4096,90.0,1,0,80,80,0,1,1,0,0x04,0,0,0,1,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,
6,0.23333333333333334,10643,324.798583984375,0.324798583984375,1,A_APPROACH,0x72,large_room|portal_view|portal_approach|portal_cross,1193,1193,36.407470703125,27.466890192791283,13,0.396728515625,1180,36.0107421875,0,0.0,896,361,3.5,1.41015625,3,1,4096,90.0,1,0,80,80,0,1,1,0,0x04,0,0,0,1,0,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,
7,0.26666666666666666,11833,361.114501953125,0.361114501953125,1,A_APPROACH,0x72,large_room|portal_view|portal_approach|portal_cross,1190,1190,36.31591796875,27.536134453781514,14,0.42724609375,1175,35.858154296875,1,0.030517578125,896,381,3.5,1.48828125,3,1,4096,90.0,1,0,80,80,0,1,1,0,0x0C,0,0,0,1,1,0,1,0,0,1,1,1,0,,,,,,,,,,,,,,,
8,0.3,13023,397.430419921875,0.397430419921875,2,LARGE_ENTRY,0x02,large_room,1190,1190,36.31591796875,27.536134453781514,14,0.42724609375,1176,35.888671875,0,0.0,896,401,3.5,1.56640625,3,1,4096,90.0,1,0,80,80,0,1,1,0,0x04,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
9,0.3333333333333333,14220,433.9599609375,0.4339599609375,2,LARGE_ENTRY,0x02,large_room,1197,1197,36.529541015625,27.375104427736005,13,0.396728515625,1184,36.1328125,0,0.0,896,421,3.5,1.64453125,3,1,4096,90.0,1,0,80,80,0,1,1,0,0x04,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
10,0.36666666666666664,15413,470.367431640625,0.470367431640625,2,LARGE_ENTRY,0x02,large_room,1193,1193,36.407470703125,27.466890192791283,14,0.42724609375,1179,35.980224609375,0,0.0,896,441,3.5,1.72265625,3,1,4096,90.0,1,0,80,80,0,1,1,0,0x04,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
11,0.4,16612,506.9580078125,0.5069580078125,2,LARGE_ENTRY,0x02,large_room,1199,1199,36.590576171875,27.329441201000833,14,0.42724609375,1185,36.163330078125,0,0.0,896,461,3.5,1.80078125,3,1,4096,90.0,1,0,80,80,0,1,1,0,0x04,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
