scope,includes_detailed_frames,detailed_frames_excluded,frame_count,total_ticks,duration_ms,average_fps,minimum_fps,maximum_fps,one_percent_low_fps,one_percent_low_frame_count,point_one_percent_low_fps,point_one_percent_low_frame_count,frame_ms_min,frame_ms_max,frame_ms_mean,frame_ms_median,frame_ms_pstdev,spike_threshold_ms,spike_count,over_33_333_ms,over_50_ms,over_100_ms,over_twice_median,update_ms_mean,render_ms_mean,swap_ms_mean,diagnostic_replay,warmup_frames_before_measurement,graphics_init_ms,first_frame_render_only_ms,route_wall_ms,recorded_phase_total_ms,wall_minus_recorded_phase_ms
overall_clean,1,0,971,1502797,45861.724853515625,21.172339311297534,15.50780880265026,27.652320675105486,16.145053212455657,10,15.50780880265026,1,36.163330078125,64.483642578125,47.231436512374486,46.9970703125,4.594665908926165,93.994140625,0,971,212,0,0,0.311807304405896,46.905046142829555,0.014583065139031926,1,16,434.051513671875,53.89404296875,46330.352783203125,45861.724853515625,468.6279296875
overall_observed,1,0,971,1502797,45861.724853515625,21.172339311297534,15.50780880265026,27.652320675105486,16.145053212455657,10,15.50780880265026,1,36.163330078125,64.483642578125,47.231436512374486,46.9970703125,4.594665908926165,93.994140625,0,971,212,0,0,0.311807304405896,46.905046142829555,0.014583065139031926,1,16,434.051513671875,53.89404296875,46330.352783203125,45861.724853515625,468.6279296875
