crossing_index,frame_index,section_id,section_name,crossing_detailed,crossing_included_in_clean_stats,crossing_total_ticks,crossing_total_ms,crossing_render_ms,player_x,player_y,angle_degrees,pre_clean_frames,pre_clean_mean_ms,pre_clean_average_fps,post_clean_frames,post_clean_mean_ms,post_clean_average_fps,window_start,window_end,window_max_ms,window_observed_max_ms,window_clean_frames,window_clean_max_ms
1,4,1,A_APPROACH,0,1,1100,33.5693359375,32.989501953125,3.5,1.25390625,90.0,3,50.984700520833336,19.613727055067837,3,33.376057942708336,29.961597074062787,1,7,51.08642578125,51.08642578125,7,51.08642578125
2,173,5,A_RETURN,0,1,1506,45.95947265625,45.41015625,1.25,2.5,359.296875,3,56.70166015625,17.636167922497307,3,45.196533203125,22.12559081701553,170,176,56.793212890625,56.793212890625,7,56.793212890625
3,666,13,D_APPROACH,0,1,1443,44.036865234375,43.45703125,13.75,5.17578125,177.890625,3,51.981608072916664,19.23757338551859,3,44.179280598958336,22.63504489983882,663,669,52.703857421875,52.703857421875,7,52.703857421875
