scope,includes_detailed_frames,detailed_frames_excluded,frame_count,total_ticks,duration_ms,average_fps,minimum_fps,maximum_fps,one_percent_low_fps,one_percent_low_frame_count,point_one_percent_low_fps,point_one_percent_low_frame_count,frame_ms_min,frame_ms_max,frame_ms_mean,frame_ms_median,frame_ms_pstdev,spike_threshold_ms,spike_count,over_33_333_ms,over_50_ms,over_100_ms,over_twice_median,update_ms_mean,render_ms_mean,swap_ms_mean,diagnostic_replay,warmup_frames_before_measurement,graphics_init_ms,first_frame_render_only_ms,route_wall_ms,recorded_phase_total_ms,wall_minus_recorded_phase_ms
overall_clean,1,0,971,1500740,45798.9501953125,21.201359329397498,15.566745843230404,27.652320675105486,16.207339994064696,10,15.566745843230404,1,36.163330078125,64.239501953125,47.166787018859424,46.966552734375,4.538475126823029,93.93310546875,0,971,211,0,0,0.31136729813014935,46.84071093951146,0.014708781217816684,1,16,442.44384765625,53.619384765625,46267.2119140625,45798.9501953125,468.26171875
overall_observed,1,0,971,1500740,45798.9501953125,21.201359329397498,15.566745843230404,27.652320675105486,16.207339994064696,10,15.566745843230404,1,36.163330078125,64.239501953125,47.166787018859424,46.966552734375,4.538475126823029,93.93310546875,0,971,211,0,0,0.31136729813014935,46.84071093951146,0.014708781217816684,1,16,442.44384765625,53.619384765625,46267.2119140625,45798.9501953125,468.26171875
