crossing_index,frame_index,section_id,section_name,crossing_excluded_from_clean_stats,crossing_total_ticks,crossing_total_ms,crossing_render_ms,room_after_crossing,position_x,position_y,position_z,window_start,window_end,window_clean_frames,window_clean_mean_ms,window_clean_max_ms,pre_clean_mean_ms,pre_clean_average_fps,post_clean_mean_ms,post_clean_average_fps
1,318,5,CROSS_DOWN,0,1700,51.8798828125,24.627685546875,1,12.0,5.0078125,4.64453125,315,321,6,38.197835286458336,52.337646484375,50.47607421875,19.81136638452237,25.45166015625,39.29016786570743
2,324,6,RETURN_UP,0,2517,76.812744140625,49.1943359375,0,0.00390625,9.640625,1.5625,321,327,7,43.374197823660715,76.812744140625,26.519775390625,37.70771001150748,49.082438151041664,20.373886010362693
3,432,8,LOD_APPROACH,0,2055,62.713623046875,35.369873046875,1,11.98828125,4.9296875,4.6328125,429,435,7,45.571463448660715,62.713623046875,49.550374348958336,20.181482241839458,35.878499348958336,27.8718457612702
4,764,10,FREECAM_3D,0,2034,62.07275390625,34.393310546875,0,0.01171875,9.640625,1.5703125,761,767,7,49.48643275669643,62.07275390625,59.773763020833336,16.729748127978215,35.003662109375,28.568439407149086
