crossing_index,frame_index,section_id,section_name,crossing_excluded_from_clean_stats,crossing_total_ticks,crossing_total_ms,crossing_render_ms,room_after_crossing,position_x,position_y,position_z,window_start,window_end,window_clean_frames,window_clean_mean_ms,window_clean_max_ms,pre_clean_mean_ms,pre_clean_average_fps,post_clean_mean_ms,post_clean_average_fps
1,318,5,CROSS_DOWN,0,1716,52.3681640625,25.146484375,1,12.0,5.0078125,4.64453125,315,321,6,39.347330729166664,54.443359375,52.6123046875,19.006960556844547,26.163736979166668,38.22083981337481
2,324,6,RETURN_UP,0,2596,79.2236328125,51.57470703125,0,0.00390625,9.640625,1.5625,321,327,7,45.074462890625,79.2236328125,27.292887369791668,36.63958255683936,51.472981770833336,19.427667984189725
3,432,8,LOD_APPROACH,0,2083,63.568115234375,36.224365234375,1,11.98828125,4.9296875,4.6328125,429,435,7,47.062465122767854,63.568115234375,51.94091796875,19.25264394829612,36.68212890625,27.261231281198004
4,764,10,FREECAM_3D,0,2062,62.92724609375,35.247802734375,0,0.01171875,9.640625,1.5703125,761,767,7,50.97743443080357,62.92724609375,62.123616536458336,16.096937940068774,35.847981770833336,27.895573212258796
