scope,frame_count,detailed_frames_excluded,total_ticks,duration_ms,frame_ms_min,frame_ms_max,frame_ms_mean,frame_ms_median,frame_ms_pstdev,average_fps,median_fps,minimum_fps,maximum_fps,one_percent_low_fps,one_percent_low_frame_count,spike_threshold_ms,spike_count,over_33_333_ms,over_50_ms,over_100_ms,update_ms_mean,render_ms_mean,swap_ms_mean,build_version,route_fingerprint,warmup_frames,portal_crossings,graphics_init_ms,first_frame_ms,route_wall_ms,recorded_total_ms,switch_cost_ticks
overall_clean,844,10,1068405,32605.133056640625,24.444580078125,75.0732421875,38.63167423772586,35.09521484375,8.30481347202116,25.885494732802634,28.493913043478262,13.320325203252033,40.908863920099876,16.239647577092512,9,70.1904296875,1,605,77,0,0.8333757590343602,37.78423291247038,0.014065566221119668,0x26080601,0x90ABD6C8,16,4,163.818359375,44.7998046875,34552.764892578125,33096.00830078125,0.875
overall_observed,854,0,1084490,33096.00830078125,24.444580078125,75.0732421875,38.75410808054011,35.1409912109375,8.356265911527421,25.80371603242077,28.456795484151108,13.320325203252033,40.908863920099876,16.223566949059304,9,70.281982421875,1,615,82,0,0.8313717272577577,37.90854961028981,0.01418674299253513,0x26080601,0x90ABD6C8,16,4,163.818359375,44.7998046875,34552.764892578125,33096.00830078125,0.875
