crossing_index,frame_index,section_id,section_name,crossing_excluded_from_clean_stats,crossing_total_ticks,crossing_total_ms,crossing_render_ms,room_after_crossing,position_x,position_y,position_z,window_start,window_end,window_clean_frames,window_clean_mean_ms,window_clean_max_ms,pre_clean_mean_ms,pre_clean_average_fps,post_clean_mean_ms,post_clean_average_fps
1,318,5,CROSS_DOWN,0,1673,51.055908203125,23.8037109375,1,12.0,5.0078125,4.64453125,315,321,6,37.4298095703125,51.055908203125,49.8046875,20.07843137254902,24.637858072916668,40.58794384805945
2,324,6,RETURN_UP,0,2460,75.0732421875,47.454833984375,0,0.00390625,9.640625,1.5625,321,327,7,42.262486049107146,75.0732421875,25.675455729166668,38.94770206022187,47.91259765625,20.871337579617833
3,432,8,LOD_APPROACH,0,2032,62.01171875,34.637451171875,1,11.98828125,4.9296875,4.6328125,429,435,7,44.42051478794643,62.01171875,47.8515625,20.897959183673468,35.125732421875,28.46915725456125
4,764,10,FREECAM_3D,0,2004,61.1572265625,33.477783203125,0,0.01171875,9.640625,1.5703125,761,767,7,48.191615513392854,61.1572265625,58.003743489583336,17.240266573132235,34.0576171875,29.36200716845878
