scope,frame_count,detailed_frames_excluded,total_ticks,duration_ms,frame_ms_min,frame_ms_max,frame_ms_mean,frame_ms_median,frame_ms_pstdev,average_fps,median_fps,minimum_fps,maximum_fps,one_percent_low_fps,one_percent_low_frame_count,spike_threshold_ms,spike_count,over_33_333_ms,over_50_ms,over_100_ms,update_ms_mean,render_ms_mean,swap_ms_mean,build_version,route_fingerprint,warmup_frames,portal_crossings,graphics_init_ms,first_frame_ms,route_wall_ms,recorded_total_ms,switch_cost_ticks
overall_clean,844,10,1165714,35574.76806640625,27.16064453125,79.77294921875,42.15019913081309,38.177490234375,8.998236082009038,23.72468032467655,26.193445243804955,12.53557765876052,36.81797752808989,14.93830412318914,9,76.35498046875,1,713,182,0,0.8331588094268365,41.30286628036137,0.014174041024881517,0x26080601,0x90ABD6C8,16,4,163.787841796875,48.27880859375,37567.0166015625,36109.375,0.875
overall_observed,854,0,1183232,36109.375,27.16064453125,79.77294921875,42.28264051522248,38.3148193359375,9.056301612721954,23.650367806144526,26.099561927518916,12.53557765876052,36.81797752808989,14.92243080503972,9,76.629638671875,1,723,190,0,0.8311215831747658,41.43729645418618,0.014222477861533958,0x26080601,0x90ABD6C8,16,4,163.787841796875,48.27880859375,37567.0166015625,36109.375,0.875
