crossing_index,frame_index,section_id,section_name,crossing_excluded_from_clean_stats,crossing_total_ticks,crossing_total_ms,crossing_render_ms,room_after_crossing,position_x,position_y,position_z,window_start,window_end,window_clean_frames,window_clean_mean_ms,window_clean_max_ms,pre_clean_mean_ms,pre_clean_average_fps,post_clean_mean_ms,post_clean_average_fps
1,318,5,CROSS_DOWN,0,1763,53.802490234375,26.580810546875,1,12.0,5.0078125,4.64453125,315,321,6,40.506998697916664,55.72509765625,53.5125732421875,18.687197034502425,27.40478515625,36.489977728285076
2,324,6,RETURN_UP,0,2614,79.77294921875,52.18505859375,0,0.00390625,9.640625,1.5625,321,327,7,45.937674386160715,79.77294921875,28.50341796875,35.08351177730193,52.093505859375,19.196250732278852
3,432,8,LOD_APPROACH,0,2130,65.00244140625,37.628173828125,1,11.98828125,4.9296875,4.6328125,429,435,7,48.161097935267854,65.00244140625,52.571614583333336,19.021671826625386,38.136800130208336,26.221392371299014
4,764,10,FREECAM_3D,0,2107,64.300537109375,36.590576171875,0,0.01171875,9.640625,1.5703125,761,767,7,52.59922572544643,64.544677734375,64.10725911458333,15.598857505553793,37.190755208333336,26.888402625820568
